Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
1526515200,17/05/2018,LTCUSD,139.03,141.01,132.32,132.86,16778.8,2304187.54
1526428800,16/05/2018,LTCUSD,139.46,141.64,133.9,139.03,13339,1834276.6
1526342400,15/05/2018,LTCUSD,147.76,149.87,138.26,139.46,14698.7,2109991.39
1526256000,14/05/2018,LTCUSD,145.33,152.88,136.01,147.76,20859.1,2993696.23
1526169600,13/05/2018,LTCUSD,142.45,147.61,137.46,145.33,15449.4,2201816.28
1526083200,12/05/2018,LTCUSD,137.07,145.78,132.16,142.45,16690.3,2320226.57
1525996800,11/05/2018,LTCUSD,148.36,149.3,134.16,137.07,22506.7,3197095.35
1525910400,10/05/2018,LTCUSD,156.86,160.77,147.92,148.36,13975.7,2180873.67
1525824000,09/05/2018,LTCUSD,159.92,160.35,150.88,156.86,14444.8,2259923.44
1525737600,08/05/2018,LTCUSD,164.87,168.58,157.24,159.92,14237.1,2301993.71
1525651200,07/05/2018,LTCUSD,172.32,172.65,158.21,164.87,15291.4,2510717.67
1525564800,06/05/2018,LTCUSD,179.37,184.79,165.9,172.32,15598.6,2700254.58
1525478400,05/05/2018,LTCUSD,169.32,184.02,168.24,179.37,15105.7,2660245.69
1525392000,04/05/2018,LTCUSD,161.75,171.78,158.23,169.32,17087.8,2785271.93
1525305600,03/05/2018,LTCUSD,151.64,165.35,150.69,161.75,20472.8,3226959.42
1525219200,02/05/2018,LTCUSD,147.89,153.75,146.37,151.64,13723.5,2048700.35
1525132800,01/05/2018,LTCUSD,148.62,148.71,144.12,147.89,16854.5,2462678.65
1525046400,30/04/2018,LTCUSD,153.87,155.45,147.71,148.62,18125.3,2748212.34
1524960000,29/04/2018,LTCUSD,152.67,156.75,148.68,153.87,18866.1,2883941.07
1524873600,28/04/2018,LTCUSD,147.03,154.24,146.63,152.67,20303.7,3058486.21
1524787200,27/04/2018,LTCUSD,153.97,154.01,146.3,147.03,18770.4,2830857.74
1524700800,26/04/2018,LTCUSD,146.79,154.81,143.26,153.97,15942.9,2367742.58
1524614400,25/04/2018,LTCUSD,165.91,165.91,143.69,146.79,20728.7,3156851.03
1524528000,24/04/2018,LTCUSD,155.55,167.4,155.47,165.91,21627.4,3522638.62
1524441600,23/04/2018,LTCUSD,150.56,157.04,149.75,155.55,12977.2,2000358.57
1524355200,22/04/2018,LTCUSD,151.72,155.95,147.94,150.56,14670.8,2231371.6
1524268800,21/04/2018,LTCUSD,158.04,159.44,143.35,151.72,17481.5,2661942.38
1524182400,20/04/2018,LTCUSD,150.22,159.19,146.62,158.04,19027.9,2902379.22
1524096000,19/04/2018,LTCUSD,143.33,151.3,142.15,150.22,15595.1,2281842.17
1524009600,18/04/2018,LTCUSD,136.64,144,136,143.33,19285.9,2709525.46
1523923200,17/04/2018,LTCUSD,132.18,144.24,132.18,136.64,20342.6,2836440.44
1523836800,16/04/2018,LTCUSD,135.56,136.19,128.41,132.18,19405.3,2554481.85
1523750400,15/04/2018,LTCUSD,129.58,136,129.52,135.56,18036.4,2407689.47
1523664000,14/04/2018,LTCUSD,129.29,132.46,127.57,129.58,15787.1,2051192.2
1523577600,13/04/2018,LTCUSD,134.18,137.99,127.11,129.29,19438.9,2570943.85
1523491200,12/04/2018,LTCUSD,121.66,134.53,115.97,134.18,30811.5,3792448.42
1523404800,11/04/2018,LTCUSD,117.96,122.46,116.19,121.66,21444.4,2531254.1
1523318400,10/04/2018,LTCUSD,119.15,119.5,115.69,117.96,17085.9,2011948.6
1523232000,09/04/2018,LTCUSD,121.22,126,116.97,119.15,22057.1,2673828.13
1523145600,08/04/2018,LTCUSD,120.02,121.92,119.28,121.22,20993.9,2532877.03
1523059200,07/04/2018,LTCUSD,117.37,123.42,116.78,120.02,22175,2678177.95
1522972800,06/04/2018,LTCUSD,122.72,124,116.1,117.37,24730.9,2933974.21
1522886400,05/04/2018,LTCUSD,123.06,127.17,118.33,122.72,18397.3,2267478.63
1522800000,04/04/2018,LTCUSD,138.2,138.61,120.07,123.06,20967.9,2667994
1522713600,03/04/2018,LTCUSD,122.65,140.42,121.88,138.2,20676.2,2685026.92
1522627200,02/04/2018,LTCUSD,119.51,125.78,118.75,122.65,18372.7,2260889.36
1522540800,01/04/2018,LTCUSD,119.98,121.79,114.71,119.51,21018.3,2493625.25
1522454400,31/03/2018,LTCUSD,122.74,128.46,119.38,119.98,16417.6,2031421.86
1522368000,30/03/2018,LTCUSD,118.65,130.33,115.95,122.74,25880.4,3174016.15
1522281600,29/03/2018,LTCUSD,133.29,134.01,118.25,118.65,29346.9,3651701.77
1522195200,28/03/2018,LTCUSD,137.81,141.93,132.57,133.29,16588,2266020
1522108800,27/03/2018,LTCUSD,151.38,152.44,137.5,137.81,19755.8,2854983.92
1522022400,26/03/2018,LTCUSD,163.78,164.69,145,151.38,17593.5,2699489.45
1521936000,25/03/2018,LTCUSD,162.67,167.28,160.42,163.78,14782.2,2415702.31
1521849600,24/03/2018,LTCUSD,173.16,173.78,162.2,162.67,14869.8,2503034.62
1521763200,23/03/2018,LTCUSD,167.69,173.37,160.37,173.16,15406.1,2541574.38
1521676800,22/03/2018,LTCUSD,172.62,176.5,164.41,167.69,13714.6,2330576.52
1521590400,21/03/2018,LTCUSD,172.85,180.23,169.48,172.62,17200.4,3017707.07
1521504000,20/03/2018,LTCUSD,166.63,178.64,160.09,172.85,16843.2,2826898.84
1521417600,19/03/2018,LTCUSD,159.93,168.4,156.03,166.63,17431.7,2810658.66
1521331200,18/03/2018,LTCUSD,157.76,163.71,144.54,159.93,23468.4,3600646.19
1521244800,17/03/2018,LTCUSD,169.73,169.94,155.5,157.76,17756.3,2901783.64
1521158400,16/03/2018,LTCUSD,167.34,175.68,162.29,169.73,14722.9,2486493.71
1521072000,15/03/2018,LTCUSD,168.14,174.96,157.24,167.34,28408.9,4706759.3
1520985600,14/03/2018,LTCUSD,179.14,180.94,166.36,168.14,19625.4,3384342.53
1520899200,13/03/2018,LTCUSD,181.88,184.65,175.56,179.14,16020.1,2867977.1
1520812800,12/03/2018,LTCUSD,190.02,195,178.17,181.88,16882.9,3164885.47
1520726400,11/03/2018,LTCUSD,181.75,195.3,177.54,190.02,17857.3,3340673.13
1520640000,10/03/2018,LTCUSD,193.59,200,180.78,181.75,16917.2,3225282.09
1520553600,09/03/2018,LTCUSD,181.38,198.24,168.58,193.59,28062.2,5100060.77
1520467200,08/03/2018,LTCUSD,193.6,196.21,181.2,181.38,16143.9,3030941.35
1520380800,07/03/2018,LTCUSD,200.56,204,183.45,193.6,18928.4,3659288.01
1520294400,06/03/2018,LTCUSD,215.09,215.28,196.05,200.56,20143.8,4150818.41
1520208000,05/03/2018,LTCUSD,216.05,219.19,210.98,215.09,17543.4,3776640.49
1520121600,04/03/2018,LTCUSD,213.31,217.24,208.34,216.05,15106.6,3213877.87
1520035200,03/03/2018,LTCUSD,216.65,221.19,211.24,213.31,15078.2,3263796.14
1519948800,02/03/2018,LTCUSD,211.8,217.36,208.23,216.65,12896.6,2724640.85
1519862400,01/03/2018,LTCUSD,206.47,217.1,203.11,211.8,13527.4,2850879.43
1519776000,28/02/2018,LTCUSD,217.94,224.18,205.58,206.47,14974.8,3214398.17
1519689600,27/02/2018,LTCUSD,220.44,224.51,214,217.94,13783.6,3020699.6
1519603200,26/02/2018,LTCUSD,223.08,236.96,218.31,220.44,19897.8,4515629.57
1519516800,25/02/2018,LTCUSD,213.78,229.01,205.56,223.08,18782.3,4060815.47
1519430400,24/02/2018,LTCUSD,213.16,224.8,201.11,213.78,17017.1,3604854.77
1519344000,23/02/2018,LTCUSD,198.41,222.65,184.58,213.16,19946.7,4084129.54
1519257600,22/02/2018,LTCUSD,220.59,230.26,197.92,198.41,18213.2,3851407.48
1519171200,21/02/2018,LTCUSD,238.44,241.61,213,220.59,22300.2,5020502.11
1519084800,20/02/2018,LTCUSD,223.76,256.82,223.56,238.44,30668.8,7469573.33
1518998400,19/02/2018,LTCUSD,217.58,227.48,215.5,223.76,11936.8,2667001.5
1518912000,18/02/2018,LTCUSD,229.22,233.3,212,217.58,17398.6,3898121.44
1518825600,17/02/2018,LTCUSD,228.43,233.97,223.17,229.22,15713.6,3603246.69
1518739200,16/02/2018,LTCUSD,223,239.5,211.38,228.43,19827.3,4433210.99
1518652800,15/02/2018,LTCUSD,212.76,239.71,208,223,34373.4,7699377.98
1518566400,14/02/2018,LTCUSD,160.91,217.8,160.8,212.76,55272.3,10775039.47
1518480000,13/02/2018,LTCUSD,162.68,163.66,154,160.91,18383.7,2915416.94
1518393600,12/02/2018,LTCUSD,148.93,164.35,148.86,162.68,17274.9,2734424.67
1518307200,11/02/2018,LTCUSD,154.96,155.97,141.51,148.93,16396.8,2443716.69
1518220800,10/02/2018,LTCUSD,164.31,170.8,147.56,154.96,20733.6,3314815.57
1518134400,09/02/2018,LTCUSD,151.92,165,144.08,164.31,25059.9,3819564.61
1518048000,08/02/2018,LTCUSD,139.4,153.14,139,151.92,22532.3,3311563.77
1517961600,07/02/2018,LTCUSD,144.85,158.66,132.32,139.4,30032.4,4403704.26
1517875200,06/02/2018,LTCUSD,127.9,147.96,108.02,144.85,55749.4,6998912.83
1517788800,05/02/2018,LTCUSD,148.3,155.48,122.28,127.9,43095.2,5937195.71
1517702400,04/02/2018,LTCUSD,160.71,175,140,148.3,41863.9,6553182.57
1517616000,03/02/2018,LTCUSD,133.26,166.29,121.82,160.71,32954.2,4712507.56
1517529600,02/02/2018,LTCUSD,143.48,144.12,107.1,133.26,40832.9,5258476.08
1517443200,01/02/2018,LTCUSD,165.13,167.1,133.2,143.48,32969.2,5003774.92
1517356800,31/01/2018,LTCUSD,167.66,167.99,157.86,165.13,21980.2,3581801.35
1517270400,30/01/2018,LTCUSD,181.39,182,161.74,167.66,27679.4,4760034.59
1517184000,29/01/2018,LTCUSD,196.08,196.94,178.92,181.39,22439.2,4141658.74
1517097600,28/01/2018,LTCUSD,181.68,197.51,181.48,196.08,21695.4,4111802.63
1517011200,27/01/2018,LTCUSD,175.29,183.62,172.89,181.68,20758.6,3706203.68
1516924800,26/01/2018,LTCUSD,178.84,182.19,163.51,175.29,23014.7,3991406.06
1516838400,25/01/2018,LTCUSD,180.81,184,175.83,178.84,11340.4,2040750.34
1516752000,24/01/2018,LTCUSD,178.12,185,172.29,180.81,23512.3,4204330.84
1516665600,23/01/2018,LTCUSD,178.78,186.11,164.1,178.12,31231.6,5465016.58
1516579200,22/01/2018,LTCUSD,189.67,194.98,165.06,178.78,22852,4132925.6
1516492800,21/01/2018,LTCUSD,209.45,209.95,181.9,189.67,22598.9,4382864.49
1516406400,20/01/2018,LTCUSD,191.93,214.48,191.59,209.45,22638.4,4609019.95
1516320000,19/01/2018,LTCUSD,186.99,199,181.09,191.93,24672.5,4696087.69
1516233600,18/01/2018,LTCUSD,186.19,203.92,172.66,186.99,24235.9,4583059.22
1516147200,17/01/2018,LTCUSD,182.6,196.59,140,186.19,30315.4,5157762.33
1516060800,16/01/2018,LTCUSD,231.53,231.73,147.46,182.6,39174.2,7737952.87
1515974400,15/01/2018,LTCUSD,235.79,244.59,230.05,231.53,20208.5,4801095.45
1515888000,14/01/2018,LTCUSD,257.7,270,228.78,235.79,18492.6,4508336.41
1515801600,13/01/2018,LTCUSD,234.8,263.5,234.21,257.7,21126.7,5195999.43
1515715200,12/01/2018,LTCUSD,226.28,242.21,217.73,234.8,16985.4,3956438.65
1515628800,11/01/2018,LTCUSD,248.37,253.08,215.32,226.28,29621.4,6929453.56
1515542400,10/01/2018,LTCUSD,244.17,249.19,229,248.37,21407.7,5146933.28
1515456000,09/01/2018,LTCUSD,252.91,258.82,237,244.17,21044.1,5248634.87
1515369600,08/01/2018,LTCUSD,271.3,272.18,229.32,252.84,24649.2,6273378.92
1515283200,07/01/2018,LTCUSD,278.33,288.14,263.01,271.3,18250.9,5064093.31
1515196800,06/01/2018,LTCUSD,242.82,307.49,241.08,278.33,28097.2,7879639.46
1515110400,05/01/2018,LTCUSD,235.91,251.57,230.85,242.82,26077.9,6349661.81
1515024000,04/01/2018,LTCUSD,242.01,243,213.48,235.91,27531.4,6353097.66
1514937600,03/01/2018,LTCUSD,248.58,255,238.8,242.01,19882.4,4891471.46
1514851200,02/01/2018,LTCUSD,222,257.46,221.07,248.58,24968,6090185.84
1514764800,01/01/2018,LTCUSD,225,231.86,214.35,222,18330.2,4078317.81
1514678400,31/12/2017,LTCUSD,207,232.18,203.83,225,19552.7,4247678.4
1514592000,30/12/2017,LTCUSD,240.2,240.37,195.42,207,24966.3,5375679.62
1514505600,29/12/2017,LTCUSD,246.55,259.95,235,240.2,19922.2,4862928.61
1514419200,28/12/2017,LTCUSD,262.12,265.5,223.3,246.55,21592.5,5209628.57
1514332800,27/12/2017,LTCUSD,277.31,283.34,250.41,262.12,21151.9,5735187.94
1514246400,26/12/2017,LTCUSD,261.88,282.46,260.06,277.31,16728.1,4554773.42
1514160000,25/12/2017,LTCUSD,262.2,276.6,251.96,261.88,16432.1,4339176.79
1514073600,24/12/2017,LTCUSD,267.48,271.44,224,262.2,22468.7,5607100.23
1513987200,23/12/2017,LTCUSD,262.87,292.58,246.72,267.48,22072.2,6050973.89
1513900800,22/12/2017,LTCUSD,304.42,307.99,175.2,262.87,60052.4,14488541.16
1513814400,21/12/2017,LTCUSD,298.44,316,253.8,304.42,37046.5,11058927.19
1513728000,20/12/2017,LTCUSD,338.08,341.6,288.6,298.44,43545.6,13720503.67
1513641600,19/12/2017,LTCUSD,354.34,370,321.18,338.08,34109.8,11742580.46
1513555200,18/12/2017,LTCUSD,312.71,361.27,293.31,354.34,22770,7398845.11
1513468800,17/12/2017,LTCUSD,292.62,328.16,292.2,312.71,18846.9,5895419.63
1513382400,16/12/2017,LTCUSD,294.02,305,280.3,292.62,18110.6,5319042.4
1513296000,15/12/2017,LTCUSD,273.31,313.28,240,294.02,35265,9765897.9
1513209600,14/12/2017,LTCUSD,291.88,303,253.8,273.31,29651.6,8273606.19
1513123200,13/12/2017,LTCUSD,286.24,342.24,268.86,291.88,32526.6,9572494.51
1513036800,12/12/2017,LTCUSD,209,326.09,201,286.24,86116.6,23231721.63
1512950400,11/12/2017,LTCUSD,144.69,225.46,143.37,209,87195.5,15933092.36
1512864000,10/12/2017,LTCUSD,149.69,153.5,122.19,144.69,61025.6,8496489.81
1512777600,09/12/2017,LTCUSD,120.08,157.37,120.08,149.69,83219.4,11682368.83
1512691200,08/12/2017,LTCUSD,93.59,128.66,89.39,120.08,90000.5,9458183.66
1512604800,07/12/2017,LTCUSD,97.06,98,84.71,93.59,60382.9,5559477.07
1512518400,06/12/2017,LTCUSD,100.16,102.35,92.03,97.06,75500,7428111.01
1512432000,05/12/2017,LTCUSD,103.39,103.44,99.12,100.16,46413.5,4694074.7
1512345600,04/12/2017,LTCUSD,99.92,103.39,94.24,103.39,48290.2,4771474.9
1512259200,03/12/2017,LTCUSD,98.93,106.33,95.36,99.92,62204.3,6267066.46
1512172800,02/12/2017,LTCUSD,97.86,102.77,96.54,98.93,41044,4080167.11
1512086400,01/12/2017,LTCUSD,85.86,99.85,80.94,97.86,68617.1,6163871.84
1512000000,30/11/2017,LTCUSD,83.45,91.75,75.13,85.86,50075.2,4155770.19
1511913600,29/11/2017,LTCUSD,94.28,103.81,76.34,83.45,81629,7678246.03
1511827200,28/11/2017,LTCUSD,90.76,94.44,89,94.28,44142.7,4040293.9
1511740800,27/11/2017,LTCUSD,85.78,94,85.11,90.76,65922.3,5867645.5
1511654400,26/11/2017,LTCUSD,88.61,89.07,82.8,85.78,41192.3,3528775.45
1511568000,25/11/2017,LTCUSD,77.55,89.58,76.89,88.61,64737.1,5309228.67
1511481600,24/11/2017,LTCUSD,72.44,78,72,77.55,60479.6,4496605.64
1511395200,23/11/2017,LTCUSD,71.78,76.42,70.41,72.44,59450.3,4358979.24
1511308800,22/11/2017,LTCUSD,69.8,72,69.72,71.78,48115,3407233.27
1511222400,21/11/2017,LTCUSD,72.44,73.2,67.8,69.8,73386.1,5180380.36
1511136000,20/11/2017,LTCUSD,71.88,73.19,70.56,72.44,62647.8,4510874.76
1511049600,19/11/2017,LTCUSD,69.46,73.24,68.34,71.88,63123,4438230.82
1510963200,18/11/2017,LTCUSD,67.2,69.76,65.06,69.46,57879.3,3891912.82
1510876800,17/11/2017,LTCUSD,70.83,71.69,64.68,67.2,54826.9,3713263.44
1510790400,16/11/2017,LTCUSD,62.99,74,62.38,70.83,96940.3,6285277.65
1510704000,15/11/2017,LTCUSD,61.93,65,61.82,62.99,53324.6,3366396.97
1510617600,14/11/2017,LTCUSD,60.78,63.19,59.6,61.93,54547.3,3343711.63
1510531200,13/11/2017,LTCUSD,58.51,61.7,58.01,60.78,65757.4,3938673.47
1510444800,12/11/2017,LTCUSD,61.92,62.17,56.5,58.51,89792.9,5318456.28
1510358400,11/11/2017,LTCUSD,58.76,64,58.05,61.92,78893.6,4806070.05
1510272000,10/11/2017,LTCUSD,63.96,65.76,52.69,58.76,91267.1,5579717.67
1510185600,09/11/2017,LTCUSD,61.85,66.82,61.25,63.96,56075,3554949.58
1510099200,08/11/2017,LTCUSD,60.49,64.1,59.75,61.85,77537.9,4768268.96
1510012800,07/11/2017,LTCUSD,54.48,63.43,54.23,60.49,86131.5,5026435.7
1509926400,06/11/2017,LTCUSD,54.56,55.79,53.43,54.48,79428.2,4332906.42
1509840000,05/11/2017,LTCUSD,54.65,55.4,54.18,54.56,58756.7,3218791.71
1509753600,04/11/2017,LTCUSD,55.74,56.07,53.92,54.65,58018.8,3190225.5
1509667200,03/11/2017,LTCUSD,54.19,56.19,52.5,55.74,63707.9,3475016.04
1509580800,02/11/2017,LTCUSD,52.6,54.89,49.02,54.19,87155.1,4550593.5
1509494400,01/11/2017,LTCUSD,55.52,55.58,52.59,52.6,60296.4,3295516.01
1509408000,31/10/2017,LTCUSD,56.19,56.7,55.31,55.52,59300.4,3330324.45
1509321600,30/10/2017,LTCUSD,56.76,58.74,55,56.19,87138.3,4969014.12
1509235200,29/10/2017,LTCUSD,54.05,57.93,53.77,56.76,239916,13199573.61
1509148800,28/10/2017,LTCUSD,54.89,55.77,53.76,54.05,87201.3,4752803.55
1509062400,27/10/2017,LTCUSD,55.55,56,54.55,54.89,84622.9,4668166.13
1508976000,26/10/2017,LTCUSD,56.07,56.87,54.82,55.55,98805.8,5503893.28
1508889600,25/10/2017,LTCUSD,55.31,56.27,53.36,56.07,136413.4,7478022.22
1508803200,24/10/2017,LTCUSD,54.56,59,52.03,55.31,167777.4,9521308.37
1508716800,23/10/2017,LTCUSD,56.28,56.47,51.83,54.56,171410.2,9299881.9
1508630400,22/10/2017,LTCUSD,57.83,58.59,55.53,56.28,112624.8,6393216.84
1508544000,21/10/2017,LTCUSD,60.03,60.43,56.08,57.83,134968.8,7853805.6
1508457600,20/10/2017,LTCUSD,59.6,62.14,58.08,60.03,105451.5,6324765.9
1508371200,19/10/2017,LTCUSD,60.49,61.53,58.19,59.6,130436.9,7805080.17
1508284800,18/10/2017,LTCUSD,59.23,61.97,53.02,60.49,225495.5,12933005.22
1508198400,17/10/2017,LTCUSD,64.86,65.08,58.61,59.23,150488.5,9205480.4
1508112000,16/10/2017,LTCUSD,65.68,66.51,62.29,64.86,117098.6,7534277.25
1508025600,15/10/2017,LTCUSD,64.06,70.47,62.05,65.68,199873.3,13052418.3
1507939200,14/10/2017,LTCUSD,58.98,66.48,58.17,64.06,153439.1,9540400.97
1507852800,13/10/2017,LTCUSD,59.46,60.68,54.87,58.98,183190.8,10670958.29
1507766400,12/10/2017,LTCUSD,50.78,59.85,50.7,59.46,169330.1,9234109.75
1507680000,11/10/2017,LTCUSD,50.67,51.17,50.13,50.78,79125.7,4005091.96
1507593600,10/10/2017,LTCUSD,50.1,51.86,49.63,50.67,111076.8,5621531.21
1507507200,09/10/2017,LTCUSD,53.29,53.57,48,50.1,153205.8,7815500.95
1507420800,08/10/2017,LTCUSD,52.52,54.94,52.05,53.29,112227.2,5981078.39
1507334400,07/10/2017,LTCUSD,52.13,52.89,51.05,52.52,77820,4039909.65
1507248000,06/10/2017,LTCUSD,51.27,53,50.96,52.13,90984.7,4740244.92
1507161600,05/10/2017,LTCUSD,51.22,51.81,50.02,51.27,101902.2,5197859.28
1507075200,04/10/2017,LTCUSD,51.9,53.08,50.5,51.22,120081.2,6217337.19
1506988800,03/10/2017,LTCUSD,53.08,53.76,51.17,51.9,105327.5,5477576.01
1506902400,02/10/2017,LTCUSD,54.9,55.35,52.87,53.08,66726.1,3600796.59
1506816000,01/10/2017,LTCUSD,55.71,55.77,52.9,54.9,66324.1,3610987.15
1506729600,30/09/2017,LTCUSD,53.3,56.45,52.77,55.71,68628.2,3767802.45
1506643200,29/09/2017,LTCUSD,54.94,54.97,50.34,53.3,108162.4,5711659.7
1506556800,28/09/2017,LTCUSD,56.94,57.4,53.81,54.94,82180.9,4555623.75
1506470400,27/09/2017,LTCUSD,52.21,57.45,52.12,56.94,86984.1,4749555.31
1506384000,26/09/2017,LTCUSD,52.22,54.31,51.3,52.21,77339.8,4071716.18
1506297600,25/09/2017,LTCUSD,47.33,53.12,47.17,52.22,95300.3,4804546.91
1506211200,24/09/2017,LTCUSD,49.36,49.45,46.63,47.33,76327,3650451.72
1506124800,23/09/2017,LTCUSD,47.67,49.99,46.06,49.36,94064.5,4543250.52
1506038400,22/09/2017,LTCUSD,46.27,48.77,44.42,47.67,135076.5,6306106.56
1505952000,21/09/2017,LTCUSD,51.82,52.59,44.5,46.27,147649,7230636.23
1505865600,20/09/2017,LTCUSD,52.84,54.9,51,51.82,85781,4514680.54
1505779200,19/09/2017,LTCUSD,55.85,57.08,51.31,52.84,91290.5,4919425.09
1505692800,18/09/2017,LTCUSD,50.53,57.73,50.47,55.85,90181.2,4920038.26
1505606400,17/09/2017,LTCUSD,51.87,52.54,47.22,50.53,122007.2,6163176.57
1505520000,16/09/2017,LTCUSD,51.73,56.6,49.31,51.87,55840.6,2936105.07
1505433600,15/09/2017,LTCUSD,46.31,54.73,32.68,51.73,78961.5,3629756.79
1505347200,14/09/2017,LTCUSD,62.02,63.1,44.16,46.31,144204.1,7674460.57
1505260800,13/09/2017,LTCUSD,65.5,68.76,58.09,62.02,126222.2,7759952.7
1505174400,12/09/2017,LTCUSD,67.77,72,65,65.5,89056.2,6120116.08
1505088000,11/09/2017,LTCUSD,66.92,71.71,65.6,67.77,90067.3,6146506.12
1505001600,10/09/2017,LTCUSD,70.94,71.3,62.17,66.92,44396.7,3043363.87
1504915200,09/09/2017,LTCUSD,72.86,73.96,68.41,70.94,79130.9,5603669.58
1504828800,08/09/2017,LTCUSD,79.74,82.59,65.48,72.86,95164.2,7070715.19
1504742400,07/09/2017,LTCUSD,80.98,82.95,76.29,79.74,71956.4,5727821.1
1504656000,06/09/2017,LTCUSD,71.88,82,71.88,80.98,40538.8,3215274.63
1504569600,05/09/2017,LTCUSD,66.38,73.78,60.61,71.88,22544.4,1563017.14
1504483200,04/09/2017,LTCUSD,79.07,79.07,65.74,66.38,48419.5,3528936.63
1504396800,03/09/2017,LTCUSD,75.78,83.96,72.95,79.07,67122.2,5270972.17
1504310400,02/09/2017,LTCUSD,87.11,93.65,72,75.78,43188.3,3517160.57
1504224000,01/09/2017,LTCUSD,73,89.79,70.77,87.11,81078.1,6414084.45
1504137600,31/08/2017,LTCUSD,65.77,74.68,64.55,73,71744.4,4861359.42
1504051200,30/08/2017,LTCUSD,63.78,65.89,61.29,65.77,59797.8,3761023.93
1503964800,29/08/2017,LTCUSD,62.25,63.94,60.85,63.78,67148.3,4183147.14
1503878400,28/08/2017,LTCUSD,60.36,64.74,58.67,62.25,52631,3262564.85
1503792000,27/08/2017,LTCUSD,51.67,64.37,51.41,60.36,34309.9,1965211.45
1503705600,26/08/2017,LTCUSD,51.12,52.31,49.67,51.67,39980.4,2028742.05
1503619200,25/08/2017,LTCUSD,49.7,52.22,48.82,51.12,58102.9,2932468.65
1503532800,24/08/2017,LTCUSD,53.05,53.35,49.7,49.7,42561.7,2189313.65
1503446400,23/08/2017,LTCUSD,46.16,55,46.04,53.05,40192.2,1918817.91
1503360000,22/08/2017,LTCUSD,47.96,48.01,44.39,46.16,44501.7,2042475.15
1503273600,21/08/2017,LTCUSD,45.93,48.82,44.95,47.96,42578.5,1974061.64
1503187200,20/08/2017,LTCUSD,45,47.3,43.72,45.93,43227.7,1966123.41
1503100800,19/08/2017,LTCUSD,46.47,46.7,41.07,45,46428,2067764.86
1503014400,18/08/2017,LTCUSD,43.59,47.88,43.1,46.47,49949.4,2266139.45
1502928000,17/08/2017,LTCUSD,44.02,45.65,43.04,43.59,53462,2356912.41
1502841600,16/08/2017,LTCUSD,43.07,44.87,41.67,44.02,45076.9,1955509.28
1502755200,15/08/2017,LTCUSD,45.43,45.82,40.4,43.07,55241.8,2380272.01
1502668800,14/08/2017,LTCUSD,45.05,46.4,44.4,45.43,43407.8,1971630.35
1502582400,13/08/2017,LTCUSD,46.06,47,39,45.05,44548.3,2015539.9
1502496000,12/08/2017,LTCUSD,46.9,47.65,45.76,46.06,43128,2014703.9
1502409600,11/08/2017,LTCUSD,46.41,47.29,46.02,46.9,42748.5,1999731.93
1502323200,10/08/2017,LTCUSD,47.62,48.62,46.41,46.41,40689.8,1943675.85
