Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume XMR,Volume USD
1502323200,10/08/2017,XMRUSD,51.07,51.41,49.22,49.36,30672.66,1540597.74
1502236800,09/08/2017,XMRUSD,51.88,53.62,49.6,51.07,34789.11,1780311.27
1502150400,08/08/2017,XMRUSD,50.13,52.86,49.73,51.88,29121.15,1495094.41
1502064000,07/08/2017,XMRUSD,47.92,50.21,47.07,50.13,38624.75,1855372.35
1501977600,06/08/2017,XMRUSD,48.49,49.81,47.26,47.92,26242.26,1262822.21
1501891200,05/08/2017,XMRUSD,45.07,49.99,45.03,48.49,25001.27,1206618.64
1501804800,04/08/2017,XMRUSD,43.23,45.58,43,45.07,34990.77,1533655.27
1501718400,03/08/2017,XMRUSD,43.97,44.56,43,43.23,35694.03,1557336.94
1501632000,02/08/2017,XMRUSD,44.07,49,42.62,43.97,28074.86,1235981.37
1501545600,01/08/2017,XMRUSD,39.66,45.25,39.56,44.07,42618.95,1778387.8
1501459200,31/07/2017,XMRUSD,39.88,41.16,38.68,39.66,43916.58,1748667.86
1501372800,30/07/2017,XMRUSD,43.97,44.15,39.7,39.88,37968.22,1578464.9
1501286400,29/07/2017,XMRUSD,43.6,44.39,42,43.97,34642.85,1494286.92
1501200000,28/07/2017,XMRUSD,45.08,45.82,42.65,43.6,40902.99,1803988.91
1501113600,27/07/2017,XMRUSD,45.82,46.69,43.86,45.08,40175.51,1807904.79
1501027200,26/07/2017,XMRUSD,40.61,46.94,38.35,45.82,41161.15,1677314.81
1500940800,25/07/2017,XMRUSD,46.06,46.34,37.73,40.61,44662.49,1822576.58
1500854400,24/07/2017,XMRUSD,42.63,46.1,41.72,46.06,33535.68,1459042.49
1500768000,23/07/2017,XMRUSD,44.73,44.99,41.49,42.63,34662.65,1496168.38
1500681600,22/07/2017,XMRUSD,40.27,44.9,40.27,44.73,3931.56,169253.67
1500595200,21/07/2017,XMRUSD,40.53,41,38.35,40.27,3169.65,127042
1500508800,20/07/2017,XMRUSD,35,41.24,34.64,40.53,7209.88,278505.54
1500422400,19/07/2017,XMRUSD,36.22,37.96,34,35,4815.63,172443.53
1500336000,18/07/2017,XMRUSD,34.68,38.2,33,36.22,21343.16,749077.52
1500249600,17/07/2017,XMRUSD,29.44,34.92,29.29,34.68,39108.19,1257916.94
1500163200,16/07/2017,XMRUSD,32.23,32.77,28.1,29.44,45156.54,1384202.6
1500076800,15/07/2017,XMRUSD,35.38,35.38,31.27,32.23,23209.5,768009.08
1499990400,14/07/2017,XMRUSD,38.02,38.42,33.79,35.38,31119.15,1140784.47
1499904000,13/07/2017,XMRUSD,40.23,40.7,36.75,38.02,23785.6,913775.6
1499817600,12/07/2017,XMRUSD,42.75,42.75,37.87,40.23,14428.86,561361.92
1499731200,11/07/2017,XMRUSD,42.75,42.75,42.75,42.75,0,0
1499644800,10/07/2017,XMRUSD,44.55,45.24,42.07,42.75,11060.18,488503.36
1499558400,09/07/2017,XMRUSD,45.8,46.91,44.13,44.55,18829.25,856318.07
1499472000,08/07/2017,XMRUSD,44.08,45.9,41.66,45.8,13290.58,579857.35
1499385600,07/07/2017,XMRUSD,49.8,50.68,43.12,44.08,20853.9,973482.87
1499299200,06/07/2017,XMRUSD,45.74,50.07,45.74,49.8,26890.08,1288405.03
1499212800,05/07/2017,XMRUSD,45.19,46.65,44.12,45.74,20652.83,938596.86
1499126400,04/07/2017,XMRUSD,43.75,45.64,43.1,45.19,24199.91,1079227.35
1499040000,03/07/2017,XMRUSD,42.08,44.2,40.8,43.75,19150.48,818819.57
1498953600,02/07/2017,XMRUSD,40.03,42.55,38.97,42.08,18121.11,735539.44
1498867200,01/07/2017,XMRUSD,43.14,43.56,38.75,40.03,17363.68,721326.46
1498780800,30/06/2017,XMRUSD,44.28,45.49,42.49,43.14,21782.34,962471.97
1498694400,29/06/2017,XMRUSD,46.75,47.08,43.18,44.28,12724,574639.9
1498608000,28/06/2017,XMRUSD,43.2,46.95,41.48,46.75,4899.08,216463.12
1498521600,27/06/2017,XMRUSD,42.9,48.68,37.19,43.2,4617.73,190140.65
1498435200,26/06/2017,XMRUSD,44.69,46.95,37.67,42.9,2311.38,99775.59
1498348800,25/06/2017,XMRUSD,46.49,47.57,43.54,44.69,2739.09,126524.86
1498262400,24/06/2017,XMRUSD,50.51,50.87,45.17,46.49,3330.24,165011.94
1498176000,23/06/2017,XMRUSD,49.71,51.92,49.48,50.51,4870.99,246456.33
1498089600,22/06/2017,XMRUSD,48.25,50.71,47.5,49.71,2695.05,132851.94
1498003200,21/06/2017,XMRUSD,51.1,51.96,46.85,48.25,1444.31,73506.02
1497916800,20/06/2017,XMRUSD,50.38,53.6,50.01,51.1,4559.8,234694.66
1497830400,19/06/2017,XMRUSD,49.62,51.3,48.59,50.38,6613.37,332986.02
1497744000,18/06/2017,XMRUSD,51.86,53.39,47.64,49.62,6178.59,315697.28
1497657600,17/06/2017,XMRUSD,47.04,52.03,46.33,51.86,5546.62,275869.93
1497571200,16/06/2017,XMRUSD,45.09,47.38,42.72,47.04,5902.78,272080.54
1497484800,15/06/2017,XMRUSD,45.27,46.59,37.6,45.09,5352.43,231630.83
1497398400,14/06/2017,XMRUSD,51.6,52.92,43.35,45.27,4300.34,203695.83
1497312000,13/06/2017,XMRUSD,46.81,52.5,45.99,51.6,148.63,7538.61
1497225600,12/06/2017,XMRUSD,56.99,59.39,41.7,46.81,173.64,9119.73
1497139200,11/06/2017,XMRUSD,53.98,56.99,50.9,56.99,367.36,20573.4
1497052800,10/06/2017,XMRUSD,55.93,56.99,50.9,53.98,138.52,7616.21
1496966400,09/06/2017,XMRUSD,55.18,56.99,53.29,55.93,141.52,7832.83
1496880000,08/06/2017,XMRUSD,54.55,56.71,49.45,55.18,95.27,5156
1496793600,07/06/2017,XMRUSD,49.71,60.06,49.71,54.55,137.28,7827.53
1496707200,06/06/2017,XMRUSD,45.42,57.98,45.42,49.71,155.63,7889.32
1496620800,05/06/2017,XMRUSD,42.41,48.05,41.01,45.42,640.49,28463.94
1496534400,04/06/2017,XMRUSD,42.46,43.45,40.7,42.41,173.7,7344.87
1496448000,03/06/2017,XMRUSD,42.97,43.49,40.91,42.46,233.78,9902.71
1496361600,02/06/2017,XMRUSD,41.9,44.15,41.2,42.97,222.64,9567.47
1496275200,01/06/2017,XMRUSD,38.7,44.89,38.7,41.9,254.78,10539.3
1496188800,31/05/2017,XMRUSD,41.4,42.55,36.04,38.7,334.36,13170.15
1496102400,30/05/2017,XMRUSD,38.92,44.83,37.78,41.4,468.64,19268.58
1496016000,29/05/2017,XMRUSD,34.65,43.01,32.72,38.92,752.53,29038.99
1495929600,28/05/2017,XMRUSD,31.54,36.02,29.74,34.65,930.78,29862.29
1495843200,27/05/2017,XMRUSD,36.18,42,30,31.54,1013.71,32372.71
1495756800,26/05/2017,XMRUSD,43,43,36,36.18,11.39,451.81
